"InsurancePolicyNumber","CustomerLoyaltyPeriod","DateOfPolicyCoverage","InsurancePolicyState","Policy_CombinedSingleLimit","Policy_Deductible","PolicyAnnualPremium","UmbrellaLimit","InsuredRelationship","CustomerID"
147791,286,2003-09-18,"State1","250/500",578,1099.95,625326,"own-child","Cust38670"
147792,199,2000-06-22,"State1","250/500",1648,1305.87,0,"other-relative","Cust38671"
147793,172,2000-07-19,"State1","250/500",1345,1560.95,0,"other-relative","Cust38672"
147794,141,2000-07-15,"State1","250/500",1026,1847.53,0,"other-relative","Cust38673"
147795,136,1998-05-06,"State1","250/500",1874,1708.27,0,"other-relative","Cust38674"
147796,138,1999-06-09,"State1","250/500",1569,1758.26,0,"other-relative","Cust38675"
147797,222,2010-09-06,"State1","250/500",1000,1601.02,0,"own-child","Cust38676"
147798,190,2006-08-10,"State1","250/500",1000,1699.54,0,"other-relative","Cust38677"
147800,205,2008-08-08,"State1","250/500",1000,1653.79,0,"other-relative","Cust38679"
147802,198,2008-11-06,"State2","250/500",500,1477.72,4967368,"husband","Cust38681"
147803,209,2010-04-15,"State2","250/500",500,1573.75,946597,"husband","Cust38682"
147804,191,2010-04-14,"State2","250/500",500,1596.82,714506,"husband","Cust38683"
147805,373,2009-08-22,"State2","250/500",500,1328.74,4272580,"husband","Cust38684"
147806,284,2008-09-14,"State2","250/500",500,1404.31,4624990,"husband","Cust38685"
147807,254,2008-10-11,"State2","250/500",500,1429.88,4744240,"husband","Cust38686"
147809,182,2010-04-14,"State2","250/500",500,1608.61,595846,"husband","Cust38688"
147810,148,1990-06-22,"State3","500/500",1703,1051.91,0,"wife","Cust38689"
147811,122,1990-06-23,"State3","500/1000",1836,1006.97,0,"wife","Cust38690"
147812,220,1991-02-06,"State3","500/1000",500,1559.61,0,"wife","Cust38691"
147813,369,1992-04-12,"State3","500/1000",552,1442.61,0,"wife","Cust38692"
147814,157,1991-01-03,"State3","500/1000",500,1598.51,0,"wife","Cust38693"
147815,207,1991-02-05,"State1","500/1000",500,1567.08,0,"own-child","Cust38694"
147817,150,1990-06-22,"State3","500/500",1689,1056.8,0,"not-in-family","Cust38696"
147818,379,1991-04-13,"State2","500/1000",509,1456.89,0,"not-in-family","Cust38697"
147819,40,2002-09-10,"State1","100/300",2000,1121.77,0,"not-in-family","Cust38698"
147820,282,2011-12-22,"State1","100/300",2000,1280.57,3637230,"not-in-family","Cust38699"
147823,265,2010-12-22,"State1","100/300",2000,1275.49,2955781,"husband","Cust38702"
147824,202,2006-11-20,"State1","100/300",2000,1256.79,449070,"husband","Cust38703"
147825,192,2004-07-17,"State1","100/300",1363,1350.67,0,"not-in-family","Cust38704"
147826,192,2004-05-15,"State1","100/300",1099,1390.96,0,"wife","Cust38705"
147827,192,2004-07-17,"State1","100/300",1469,1334.47,0,"wife","Cust38706"
147828,262,1998-08-24,"State2","100/300",1000,1424.36,0,"own-child","Cust38707"
147829,292,2000-09-25,"State2","100/300",1000,1496,0,"own-child","Cust38708"
147831,159,1999-04-05,"State2","100/300",1000,1037.2,4582309,"other-relative","Cust38710"
147833,165,1992-06-20,"State1","100/300",847,1111.32,0,"not-in-family","Cust38712"
147834,153,1995-05-12,"State2","100/300",1000,1084.08,2541945,"other-relative","Cust38713"
147835,273,1999-08-24,"State2","100/300",1000,1451.45,0,"own-child","Cust38714"
147836,148,1992-05-17,"State2","100/300",1000,1119.25,1011229,"not-in-family","Cust38715"
147837,414,2003-10-26,"State1","250/500",1000,1269.46,0,"husband","Cust38716"
147838,244,2005-11-27,"State1","500/1000",1896,907.65,0,"own-child","Cust38717"
147839,425,2000-12-28,"State2","500/1000",1000,1147.24,2944502,"other-relative","Cust38718"
147840,358,2004-09-24,"State1","250/500",1000,1339.19,0,"husband","Cust38719"
147841,281,2004-11-27,"State1","500/1000",1756,951.63,0,"own-child","Cust38720"
147842,404,2003-10-26,"State1","250/1000",1000,1281.1,0,"husband","Cust38721"
147843,467,2002-11-28,"State1","500/1000",1000,1179.19,661429,"other-relative","Cust38722"
147844,427,2000-12-28,"State2","500/1000",1000,1149.02,2817741,"other-relative","Cust38723"
147845,437,2000-12-28,"State1","500/1000",1000,1156.75,2265346,"other-relative","Cust38724"
147846,281,2004-03-28,"State1","500/1000",1910,982.86,0,"husband","Cust38725"
147849,183,2002-05-19,"State1","500/1000",868,1248.71,0,"husband","Cust38728"
147850,210,2004-06-15,"State1","500/1000",1000,1142.25,0,"wife","Cust38729"
147851,223,2004-06-17,"State1","500/1000",1108,1108.55,0,"wife","Cust38730"
147853,236,2004-05-19,"State1","500/1000",1287,1080.48,0,"husband","Cust38732"
147856,104,2007-07-13,"State3","250/500",930,1190.28,0,"husband","Cust38735"
147857,388,1999-09-29,"State3","250/500",1991,1125.4,0,"other-relative","Cust38736"
147858,177,2006-09-27,"State3","250/500",1084,1228.25,0,"husband","Cust38737"
147859,294,2002-09-28,"State3","250/500",1586,1171.29,0,"other-relative","Cust38738"
147860,57,2010-09-26,"State3","250/500",567,1286.84,0,"other-relative","Cust38739"
147862,48,2010-09-26,"State3","250/500",532,1290.77,0,"other-relative","Cust38741"
147863,177,2000-07-22,"State3","250/1000",902,1045.2,0,"husband","Cust38742"
147865,142,1997-07-08,"State2","100/300",782,1499.5,0,"not-in-family","Cust38744"
147866,168,1999-07-06,"State2","100/300",859,1510.43,0,"not-in-family","Cust38745"
147868,202,2004-09-16,"State2","100/300",798,1193.5,3579351,"not-in-family","Cust38747"
147869,152,1999-09-15,"State2","100/300",703,1278.6,2434170,"own-child","Cust38748"
147871,123,2000-10-16,"State2","100/300",870,1372.52,0,"not-in-family","Cust38750"
147872,101,1994-08-11,"State2","100/300",664,1482.8,0,"not-in-family","Cust38751"
147873,386,1999-05-15,"State3","250/500",1533,1488.57,0,"own-child","Cust38752"
147875,254,1999-08-12,"State2","250/500",562,1588.03,0,"own-child","Cust38754"
147877,283,1999-07-13,"State3","250/500",775,1566.24,0,"own-child","Cust38756"
147878,201,2006-10-06,"State2","250/500",500,1506.24,4018582,"own-child","Cust38757"
147879,231,2001-09-10,"State2","250/500",500,1565.89,1298534,"own-child","Cust38758"
147880,222,2003-09-09,"State2","250/500",500,1548.24,2103411,"husband","Cust38759"
147881,435,1999-04-17,"State3","250/500",1897,1451.24,0,"own-child","Cust38760"
147883,145,2008-07-12,"State2","100/300",720,1256.92,0,"own-child","Cust38762"
147884,135,2012-04-16,"State1","100/300",500,1219.99,0,"own-child","Cust38763"
147885,203,2003-05-05,"State1","100/300",1542,1002.26,4860875,"own-child","Cust38764"
147886,157,2010-03-12,"State1","100/300",500,1124.34,0,"own-child","Cust38765"
147887,192,2005-04-06,"State1","100/300",1089,1016.91,2750248,"own-child","Cust38766"
147888,110,2014-04-20,"State1","100/300",500,1325.1,0,"husband","Cust38767"
147893,154,2008-09-15,"State2","250/500",500,1106.32,0,"husband","Cust38772"
147894,296,2003-07-25,"State1","250/500",1549,1167.18,0,"own-child","Cust38773"
147895,225,2009-05-25,"State2","250/500",500,939.21,0,"husband","Cust38774"
147896,198,2009-06-21,"State2","250/500",500,1002.7,0,"husband","Cust38775"
147897,203,1997-11-07,"State3","250/500",943,897.63,0,"husband","Cust38776"
147898,320,2001-09-24,"State3","250/500",1967,1269.03,0,"husband","Cust38777"
147899,275,2005-06-26,"State3","250/500",1169,1074.56,0,"own-child","Cust38778"
147901,225,2008-10-04,"State2","500/1000",500,1288.43,0,"own-child","Cust38780"
147904,222,2008-10-04,"State3","500/1000",500,1289.25,0,"own-child","Cust38783"
147905,126,2010-10-02,"State3","500/1000",500,1258.99,0,"husband","Cust38784"
147907,207,1997-06-20,"State3","500/1000",983,995.94,0,"own-child","Cust38786"
147909,192,1998-12-14,"State3","250/500",2000,1153.92,2510645,"husband","Cust38788"
147910,154,1997-12-13,"State3","250/500",2000,1201.43,2008850,"not-in-family","Cust38789"
147911,9,1996-12-07,"State3","250/500",2000,1401.03,0,"husband","Cust38790"
147912,59,1996-12-09,"State3","250/500",2000,1319.51,761684,"not-in-family","Cust38791"
147913,34,1998-11-11,"State3","250/500",2000,1432.63,0,"husband","Cust38792"
147915,33,1998-11-11,"State3","250/500",2000,1430.75,0,"husband","Cust38794"
147916,42,1999-11-12,"State3","250/500",2000,1441.92,0,"husband","Cust38795"
147917,344,2005-08-22,"State2","250/500",2000,1164,0,"husband","Cust38796"
147918,34,2001-10-15,"State2","250/300",670,1059.41,4659566,"own-child","Cust38797"
147919,50,2002-11-15,"State2","500/500",570,924.21,4301955,"own-child","Cust38798"
147920,65,2005-11-11,"State2","250/500",500,1067.08,2286065,"own-child","Cust38799"
147922,17,2003-11-13,"State2","250/500",500,945.48,4461935,"own-child","Cust38801"
147925,222,2002-12-23,"State2","250/1000",834,957.51,1661442,"husband","Cust38804"
147926,259,2002-12-25,"State2","500/500",891,964.66,1094421,"own-child","Cust38805"
147927,68,1991-11-10,"State1","500/1000",1000,1461.41,0,"other-relative","Cust38806"
147928,155,1993-10-09,"State1","500/1000",733,1431.52,0,"other-relative","Cust38807"
147929,166,1993-10-09,"State1","500/1000",703,1427.26,0,"husband","Cust38808"
147930,136,1992-10-17,"State1","500/1000",1000,1349.29,0,"other-relative","Cust38809"
147932,139,1993-11-09,"State1","500/1000",781,-1,0,"other-relative","Cust38811"
147935,224,1995-10-09,"State1","500/1000",532,1403.43,0,"husband","Cust38814"
147938,139,2001-01-11,"State3","500/1000",500,1195.2,2722117,"wife","Cust38817"
147939,251,1995-04-23,"State1","250/500",500,1391.47,4867887,"wife","Cust38818"
147940,205,2007-04-10,"State2","500/1000",791,1314.59,0,"own-child","Cust38819"
147941,164,1997-02-16,"State2","500/1000",500,1408.44,986901,"wife","Cust38820"
147942,167,2001-02-12,"State3","500/1000",615,1373.88,0,"wife","Cust38821"
147943,191,2005-04-11,"State3","500/1000",729,1335.47,0,"own-child","Cust38822"
147944,222,1996-03-20,"State1","500/500",500,1397.07,3587732,"wife","Cust38823"
147945,191,2006-03-21,"State3","500/1000",766,1490.15,0,"husband","Cust38824"
147947,175,2006-03-21,"State3","500/1000",722,1506.29,0,"husband","Cust38826"
147948,77,2010-11-04,"State1","500/1000",947,1411.07,0,"husband","Cust38827"
147949,98,2002-04-25,"State3","500/1000",500,1586.96,0,"not-in-family","Cust38828"
147950,78,2010-11-05,"State3","500/1000",925,1419.62,0,"husband","Cust38829"
147951,90,2005-06-18,"State3","500/1000",654,1527.12,0,"husband","Cust38830"
147952,218,2007-03-20,"State3","500/1000",844,1461.52,0,"husband","Cust38831"
147953,215,2003-07-24,"State3","500/1000",500,1313.94,0,"not-in-family","Cust38832"
147954,260,2004-09-12,"State3","100/300",848,1572.7,0,"own-child","Cust38833"
147957,319,2005-10-11,"State3","100/300",587,1667.14,0,"own-child","Cust38836"
147958,233,2002-08-13,"State3","100/300",1000,1517.2,858657,"own-child","Cust38837"
147959,335,2004-07-19,"State3","100/300",1464,1464.25,0,"own-child","Cust38838"
147960,309,2005-09-11,"State3","100/300",630,1651.55,0,"own-child","Cust38839"
147961,239,2004-08-13,"State3","100/300",938,1540.08,0,"unmarried","Cust38840"
147962,318,2005-10-11,"State3","100/300",591,1665.69,0,"unmarried","Cust38841"
147963,362,1990-07-24,"State3","250/500",1660,1036.35,1702123,"husband","Cust38842"
147964,369,1990-07-24,"State3","250/500",1698,1022.39,1510600,"husband","Cust38843"
147965,412,1990-06-23,"State2","250/500",1671,933.35,0,"husband","Cust38844"
147966,400,1991-07-23,"State3","250/500",2000,946.86,417370,"own-child","Cust38845"
147967,344,1990-07-24,"State3","250/500",1563,1071.38,2182656,"husband","Cust38846"
147968,398,1991-07-22,"State3","250/500",2000,949.42,448263,"husband","Cust38847"
147969,395,1990-07-21,"State2","250/500",1255,960.02,0,"husband","Cust38848"
147970,359,1992-07-20,"State3","250/500",2000,1003.84,1105330,"own-child","Cust38849"
147971,362,1992-07-20,"State3","250/500",2000,999.39,1051568,"husband","Cust38850"
147973,351,1996-09-26,"State3","250/500",2000,1131.74,0,"other-relative","Cust38852"
147974,224,1991-11-26,"State3","250/500",2000,1268.04,0,"not-in-family","Cust38853"
147976,285,1992-08-21,"State3","250/500",1931,1134.34,0,"wife","Cust38855"
147977,286,1997-08-24,"State3","250/500",1336,1048.07,0,"not-in-family","Cust38856"
147978,285,1994-08-23,"State1","250/500",1644,1092.72,0,"not-in-family","Cust38857"
147979,334,1995-08-25,"State3","250/500",2000,1134.95,0,"other-relative","Cust38858"
147980,248,1991-10-24,"State3","250/500",2000,1220.49,0,"not-in-family","Cust38859"
147981,145,2007-02-23,"State2","500/1000",1000,1462.63,0,"wife","Cust38860"
147983,245,2009-04-17,"State2","500/1000",831,1148.72,0,"not-in-family","Cust38862"
147984,311,2006-06-07,"State2","500/1000",622,985.1,0,"not-in-family","Cust38863"
147985,327,2006-06-04,"State3","500/1000",572,945.6,0,"not-in-family","Cust38864"
147986,341,2005-07-02,"State2","500/1000",530,912.55,0,"not-in-family","Cust38865"
147987,108,2003-01-22,"State2","500/1000",1000,1603.84,0,"not-in-family","Cust38866"
147988,196,2011-02-24,"State2","500/1000",988,1272.15,0,"other-relative","Cust38867"
147989,211,2010-03-22,"State3","500/1000",940,1234.6,0,"other-relative","Cust38868"
147990,194,2004-04-15,"State1","100/300",1018,1400.67,0,"wife","Cust38869"
147992,165,2003-06-05,"State1","100/300",1412,1320.66,0,"wife","Cust38871"
147993,110,1998-07-05,"State1","100/300",1145,1420.18,0,"unmarried","Cust38872"
147994,276,2012-02-05,"State1","100/300",1900,1132.34,0,"wife","Cust38873"
147996,227,2008-04-04,"State1","100/300",1717,1207.08,0,"unmarried","Cust38875"
147997,228,2008-03-11,"State1","100/300",1390,1287.46,0,"wife","Cust38876"
147998,84,1996-08-05,"State1","100/300",1021,1466.17,0,"unmarried","Cust38877"
147999,99,2001-02-19,"State1","500/1000",2000,1107.48,0,"other-relative","Cust38878"
148000,358,1994-04-15,"State2","500/1000",2000,1007.35,0,"other-relative","Cust38879"
148002,103,1999-02-15,"State1","500/1000",2000,1235.29,0,"other-relative","Cust38881"
148003,129,2003-03-21,"State2","500/1000",2000,1109.12,0,"other-relative","Cust38882"
148004,109,2001-02-20,"State2","500/1000",2000,1078.98,0,"not-in-family","Cust38883"
148005,243,2013-08-26,"State2","500/1000",2000,1210.31,0,"other-relative","Cust38884"
148006,98,2001-02-20,"State1","500/1000",2000,1095.6,0,"other-relative","Cust38885"
148007,182,2008-05-23,"State2","500/1000",2000,1156.48,0,"other-relative","Cust38886"
148008,284,1996-11-19,"State3","500/1000",2000,1207.29,0,"not-in-family","Cust38887"
148009,275,1999-11-19,"State3","500/1000",2000,1196.46,0,"not-in-family","Cust38888"
148013,276,2007-09-11,"State3","500/1000",1392,1208.89,0,"not-in-family","Cust38892"
148014,283,1996-11-19,"State3","500/1000",2000,-1,0,"not-in-family","Cust38893"
148015,280,1997-11-19,"State1","500/1000",2000,1202.2,0,"own-child","Cust38894"
148017,143,2000-07-14,"State3","100/300",2000,990.66,0,"own-child","Cust38896"
148018,243,1997-09-23,"State3","100/1000",2000,1389.76,0,"own-child","Cust38897"
148019,244,1997-09-23,"State3","500/1000",2000,1390.36,0,"own-child","Cust38898"
148020,118,2002-05-09,"State3","500/1000",1619,1014.06,0,"unmarried","Cust38899"
148021,141,2000-07-14,"State3","100/1000",2000,982.2,0,"own-child","Cust38900"
148022,85,2006-01-01,"State3","500/1000",1028,1068.04,0,"own-child","Cust38901"
148023,197,1998-08-19,"State3","100/300",2000,1203.92,0,"own-child","Cust38902"
148024,228,1997-09-22,"State3","100/1000",2000,1329.98,0,"own-child","Cust38903"
148025,95,1999-05-09,"State3","500/1000",2000,970.08,0,"own-child","Cust38904"
148026,210,2008-09-21,"State3","100/300",500,1074.2,0,"not-in-family","Cust38905"
148027,149,2010-04-15,"State3","100/300",500,966.8,0,"husband","Cust38906"
148028,215,2007-10-26,"State3","100/300",500,1108.66,0,"husband","Cust38907"
148029,156,2011-05-13,"State3","100/300",500,959.06,0,"other-relative","Cust38908"
148031,151,2011-05-15,"State3","100/300",500,964.65,0,"husband","Cust38910"
148032,188,2013-07-03,"State3","100/300",500,934.96,0,"not-in-family","Cust38911"
148033,177,2012-06-04,"State3","100/300",500,933.09,0,"husband","Cust38912"
148034,155,2011-05-13,"State3","100/300",500,959.63,0,"husband","Cust38913"
148036,151,1997-12-13,"State3","250/500",2000,1204.34,1978134,"husband","Cust38915"
148038,120,2004-05-17,"State3","250/500",728,1122.01,5544270,"not-in-family","Cust38917"
148039,102,2005-04-17,"State3","250/500",523,1124.33,5953322,"not-in-family","Cust38918"
148040,184,2000-09-16,"State3","250/500",1482,1113.46,4036738,"not-in-family","Cust38919"
148041,381,2007-09-22,"State3","250/500",1061,1033.47,1121173,"not-in-family","Cust38920"
148042,207,1999-11-16,"State3","250/500",1739,1110.55,3521898,"not-in-family","Cust38921"
148043,243,1999-12-17,"State2","250/500",1916,1100.97,2832220,"not-in-family","Cust38922"
148044,162,2015-02-11,"State1","100/300",500,1354.8,0,"wife","Cust38923"
148045,147,2014-03-17,"State1","100/300",500,1425.84,0,"wife","Cust38924"
148047,179,2013-02-05,"State1","100/300",500,1196.8,0,"own-child","Cust38926"
148048,203,2013-01-05,"State2","100/300",592,1168.81,0,"husband","Cust38927"
148050,175,2015-01-05,"State1","100/300",500,1296.08,0,"wife","Cust38929"
148051,178,2010-03-07,"State1","100/300",500,1086.34,0,"own-child","Cust38930"
148052,180,2014-01-04,"State1","100/300",500,1235.32,0,"own-child","Cust38931"
148053,249,2005-07-13,"State3","100/300",1000,1348.58,0,"other-relative","Cust38932"
148057,219,2001-08-15,"State3","100/300",1000,1609.14,0,"not-in-family","Cust38936"
148058,190,2007-09-09,"State3","100/300",1000,-1,0,"wife","Cust38937"
148059,180,2010-09-07,"State3","100/300",1000,1252.19,0,"not-in-family","Cust38938"
148060,210,2001-08-14,"State3","100/300",1000,1605.34,0,"not-in-family","Cust38939"
148061,245,1995-03-08,"State3","100/300",1000,1407.34,0,"not-in-family","Cust38940"
148063,212,2011-10-16,"State1","250/500",693,1409.46,0,"husband","Cust38942"
148064,260,2006-08-21,"State1","250/500",972,1450.33,0,"wife","Cust38943"
148066,179,2014-11-13,"State1","250/500",504,1381.68,0,"husband","Cust38945"
148067,232,2009-09-18,"State1","250/500",808,1426.3,0,"wife","Cust38946"
148068,290,1999-04-16,"State3","250/500",500,897.18,0,"wife","Cust38947"
148070,243,2008-09-19,"State1","250/500",872,1435.7,0,"wife","Cust38949"
148071,59,2003-06-08,"State1","500/1000",500,1342.13,7047141,"own-child","Cust38950"
148072,62,1996-09-11,"State1","500/1000",500,1478.48,6142980,"own-child","Cust38951"
148073,166,2006-06-16,"State1","500/1000",945,1246.59,872427,"wife","Cust38952"
148075,117,2006-02-04,"State1","500/1000",630,1240.21,5917622,"unmarried","Cust38954"
148077,141,2007-05-13,"State1","500/1000",844,1235.64,2493336,"wife","Cust38956"
148078,57,2008-04-06,"State1","500/1000",500,1263.45,7568922,"own-child","Cust38957"
148079,130,2007-05-12,"State1","500/1000",801,1230.98,3182516,"wife","Cust38958"
148080,162,1997-10-31,"State3","250/500",2000,1263.23,0,"not-in-family","Cust38959"
148081,130,1998-04-22,"State3","250/500",2000,1229.74,0,"unmarried","Cust38960"
